form	sentence_1	sentence_2	label
anledning	få et godt råd til den daglige madlavning eller måske den særlige anledning	lidt senere finder jeg en anledning til at forlade stedet	0
anledning	Det er en sag, der har givet anledning til mange diskussioner	Menighedsrådet indkaldes til møde af formanden, når denne finder anledning dertil	1
anlæg	På det avancerede anlæg i Jørgens stue laver han og Jacob ny musik	det gamle tropefuglehus .. skal erstattes af et nyt anlæg til 30 millioner kroner	0
anlæg	Jeg tror ikke, jeg har anlæg for at spille klaver	hun havde anlæg til fedme	1
anmelde	Udstillingerne, deriblandt den seneste Tendenser i nyt dansk fotografi er blevet fint anmeldt	ledige lejligheder og værelser skal anmeldes ledige efter seks ugers ledighed	0
anmeldelse	Der blev indgivet anmeldelse om tyveriet til politiet umiddelbart efter	tre store dagblade gav Styrmand Karlsens Flammer dårlige anmeldelser	0
anmodning	Hvis du vil søge støtte, skal du sende styrelsen en anmodning om at få uddannelsen godkendt som støtteberettiget	Medlemmernes sommerferie er efter anmodning fra statsministeren udskudt	0
anretning	Hvis man alligevel savner lidt dressing på bladene, kan man før anretningen lige vende dem i ganske lidt olie-eddike dressing	Ved et utal af borde serverede tjenere et væld af små kolde anretninger, indbagte fisk, blæksprutter, krydrede pølser, tørre spanske oste	0
anrette	Der var længe frygt for, at det tunge fartøj ville drive ind og anrette skade på den primitive havn i Vorupør	Forretten kan anrettes på ristet brød, i en skål eller på asietter	0
ansigtsmaske	en ansigtsmaske er en fantastisk god skønhedskur .. Der findes lermasker, fugtighedsmasker, rensemasker .. alt efter hvad huden har brug for	Han udførte operationen iført sterile handsker og kirurgisk ansigtsmaske	0
ansjos	i døde hvaler har man fundet alt lige fra ansjoser til hajer	kyllingebrystet kommes på panden med ansjos, citronsaft og fløde	0
anskaffe	Man kan blive stillet over for mange tekniske udtryk, når man skal anskaffe sig en PC i dag	Når du endelig vil være så tosset at anskaffe dig et fruentimmer, så kunne du bestemt have fundet dén, der var værre!	0
anslå	Man anslår, at bomberne over Hiroshima og Nagasaki dræbte ca. 100.000 mennesker	Underskuddet på betalingsbalancen anslås til 21-22 mia. kr. i år	1
anstalt	I årevis har Dan ligget fastspændt på en anstalt for åndssvage -- sløvet med store mængder beroligende medicin	der finder en betydelig stofhandel sted, især i de større lukkede anstalter	0
anstødssten	Det : at støtten skal tilbagebetales var den første anstødssten, der fik mig til at droppe ansøgning om tilskud	Men altså musikken, som de unge frembringer, er ofte anstødssten	0
ansættelsesforhold	Lejeren har opnået lejemålet i kraft af sit ansættelsesforhold til Jyske Bank	de militære organisationer er i gang med at kulegrave løn, ydelser og ansættelsesforhold for de danske FN-soldater	0
antage	Ved Københavns Fondsbørs beregning af den effektive rente for visse indeksobligationer (IS) antages .. at den fremtidige inflation er 0	han havde antaget hendes besvimelse for det rene komediespil	0
antydning	Dengang talte man ikke om sex -- det var kun noget man berørte ved antydningens ædle kunst	der gives ingen klar besked om hvad partiet vil arbejde for i folketinget -- kun vage antydninger	1
anvende	Fibrene i stænglerne anvendes til reb og tekstiler	Der anvendes store midler på behandling af misbrug	1
anvisning	Kog pastaskruerne efter anvisningen på pakken	Den anbefalede dosis må ikke overskrides uden lægens anvisning	1
anvisning	Hej, Nana, sagde han : en postfunktionær -- kommer du nu og skal ha penge igen? Nana nikkede og drejede anvisningen, så han kunne læse den	det er ikke bare anciennitet, der tæller i den kommunale anvisning, vi tager sociale hensyn	0
apokalypse	Alt er isnende klart, systematiseret og programmeret ind i en grusomhedens umenneskelige apokalypse	I alle de jødiske apokalypser -- fortællinger om verdens undergang og paradisets oprettelse -- er der tale om et jordisk paradis	0
apparat	Hendes store studie om Andersen i Wien har hele det filologiske apparat i sving, men diskret	En seismograf er et apparat til optegnelse og måling af de bølger, der opstår ved jordskælv	0
appel	TV 2-sporten er mere end solid og sender fodbold- og boksekampe med appel til en masse seere	reklamebranchen arbejder med visuelle meddelelsers appel	0
appellere	systemerne skal indrettes, så de appellerer til størst mulig ansvarlighed hos borgerne	Ved forældremøderne appellerer lærerne til forældrene om at være med til at skabe et bedre samarbejde mellem hjem og skole	0
appetit	Faderen havde altid haft en god appetit og spiste, hvad der blev sat foran ham	Gunillas appetit på mænd var almindeligt kendt	0
arbejde	Askøy-broen udgør kun en del af omfattende arbejder i Bergen-området til godt to mia. norske kr.	på laboratoriet har personalet allerede i årevis arbejdet med gensplejsede mikroorganismer	0
arbejde	jeg mødte på arbejde en time tidligere end normalt	I en række tilfælde kan det rent faktisk bedre betale sig at være arbejdsløs end at tage et arbejde	0
arbejdsdag	Trods sine 81 år gennemførte han en 12 timers arbejdsdag	det er også muligt at gennemføre dykkerkurset på under en uge, hvis du kan hive fem fulde arbejdsdage ud af kalenderen	0
arbejdshest	Annie er klassens arbejdshest, hun tager noter til alt	En vogn forspændt med to solide arbejdsheste klaprede ud gennem kulhandlerens port	0
arbejdsområde	brobygning er en specialitet, som kun er en meget lille del af entreprenørfirmaers arbejdsområde	kun asymmetrisk lys fordeler lyset rigtigt over dit arbejdsområde	0
arbejdsplads	Jeg vil langt hellere være på en arbejdsplads udelukkende med mænd end på en kvindearbejdsplads	mange mennesker er glade for at have deres arbejdsplads i hjemmet nogle dage om ugen	0
arbejdsrum	sønnens værelse havde Eva indrettet til arbejdsrum for sig selv. Dér havde hun sin symaskine og sit tegnebord stående	Da jeg kom til mit arbejdsrum, tegnestuen hvor vi er 4 der arbejder, var der sat flag og gaver frem	0
arbejdsstyrke	I marts blev der gennemsnitlig registreret 252.700 ledige, hvilket svarer til 9,4 pct. af arbejdsstyrken	Wain står over for at skulle fyre ca. 200 medarbejdere eller ti pct. af arbejdsstyrken	0
arbejdsuge	Han arbejdede nu i en pizzabar, fik 42 kr. i timen og havde en arbejdsuge på 38 timer	så har du oven i købet masser af energi, så det bliver en behagelig arbejdsuge	0
arbejdsydelse	til gengæld leverer folkekirken til alle de fem millioner borgere arbejdsydelser .. som f.eks. driften af kirkegårdene	sundhedstilstand, fysisk styrke og arbejdsomgivelser har indflydelse på den individuelle arbejdsydelse	0
areal	Søværnet er ved at rømme store arealer på Holmen, som ejes af staten	Et kvadrat, hvis sider har længden 1 m, har arealet eller flademålet 1 m²	0
arena	Kamptyrene lever som vilde dyr i fire til seks år på åbne vidder, før de mister deres liv i arenaen	tilskuerpladserne var opført rundt om en ellipseformet arena .. store kældre under arenaen rummede bure og fængsler til de mange tusinde dyr og mennesker	0
argumentere	politikeren .. må skaffe sig indflydelse ved at formulere sine synspunkter, argumentere for dem og forhandle for at få dem sat igennem	Hun stod stadig bag skranken og argumenterede med to høje tyskere	0
arier	vi var ariere, vi var ikke som de her jødiske og sigøjnere, slaviske undermennesker, vi .. tilhørte den rigtige race	Guderne Mitra, Indra og Varuna kendes fra arierne i Indien	0
aristokrat	TV startede en krimi-komedie om en amerikansk opkomling og en engelsk aristokrat, der opklarede sager som luksus-tidsfordriv	Heydrich var aristokraten blandt spidserne, stjernegestapoen, mønster-SSeren, den sande soldat	0
ark	de skulle rappe fingrene for at nå op på de tusinde ark i timen, som maskinerne normalt præsterede	Der er i år trykt 700.000 ark med 50 julemærker. Prisen er 25,- kr.	0
arkitekt	arkitekterne fremlagde deres plan for bebyggelsen	I Kirk Telecoms udviklingsafdeling er der .. fornylig ansat en ung arkitekt og industriel designer	0
arkitektur	det fuldt udbyggede museum fremtræder i dag som et helstøbt hovedværk i moderne dansk arkitektur	når en ejendom handles, vurderer køber blandt andet husets arkitektur	0
arm	blæksprutten .. var over seks meter lang, og hver af dens arme var 12 meter lange	På maskinerne, der har en 35 meter lang arm, er monteret et skovlhjul .. til udlægning eller til optagning af kullene	0
arrangement	Der var et elegant arrangement af runde hvide italienske caféborde og tilsvarende stål-stole	Af andre opgaver kan nævnes arrangement af specialkurser for vore medarbejdere	0
arrangement	Pladens titelnummer er voldsomt godt med en fin melodi og et flot arrangement	Hver dag .. bød på arrangementer med musik, sang, teater og folkedans	0
arrangere	Skær skiver af løg og tomater og arranger dem på store tallerkener på lidt icebergsalat	Programmet .. startede med en klaversonatine af den unge Mozart, her arrangeret for cello og klaver	0
arrangere	Mor var fantastisk til at arrangere fester, og jeg blev sendt i byen for at købe de nyeste danseplader	vi har arrangeret boder, hvor du til en billig penge kan spise og drikke dig mæt	1
arrangør	Hvis koncerten bliver udsolgt får arrangøren måske 20 pct. af indtægterne, artisten resten	han .. har kastet sig over posten som dirigent -- og samtidig også arrangør af de værker han dirigerer	0
arsenal	Sovjetunionen råder over langt større arsenaler af kemiske våben, end USA gør	På gruekedlens trælåg lå et arsenal af knive, skarpe og blinkende	0
art	Nekrologforfatteren er en art nutidshistoriker	det hele måtte vel kunne klares uden assistance af nogen art	1
artighed	Det er såmænd ikke mere end et par generationer siden, at artighed, autoritetstro og gudsfrygt var bærende piller og god, anbefalelsesværdig pædagogik	han nåede .. at lette på hatten og sige et par artigheder til den smukke dame i de sekunder, han passerede	0
artikel	Reglerne om gensplejsning findes i traktatens kapitel 2, især artikel 30	min mor .. arbejder på en fabrik, der laver elektroniske artikler	0
artikel	Vest- og sønderjysk har foranstillet artikel (æ mand	Aarhuus Stiftstidende beskæftiger sig i to artikler med Niels Bohrs revolutionerende fysiske opdagelser	0
artikulere	For husmandssønnen Hardy artikulerer nazismen en social protest mod samfundets mægtige	Skulpturene artikulerer sig behændigt i grænsezonen mellem det skematiske og det abstrakte	1
artilleri	dengang jeg lå der som soldat, ved artilleriet, da havde vi en kammerat i batteriet, han absenterede sig ustandselig	det er svært at forestille sig noget artilleri række 300 km	0
artist	plakaterne .. forestillede klovner og artister i glinsende tøj	At være rockmusiker er for de fleste en temmelig usikker tilværelse. Kun en håndfuld danske artister klarer sig godt økonomisk	0
arv	for nylig købte jeg et flygel for arven fra min mor	Hans store, mørke øjne havde han fra Flemming : faderen, men det lyse, bløde hår var en arv fra hans mor	0
arv	Der er kommet langt større interesse for vore rødder og stolthed over den arv, vi : danskerne er fælles om	De særlige erhvervelsesregler : for landbrugsejendomme ved arv og familiehandel bør i det store og hele opretholdes	0
arving	Er flere arvinger interesseret i den samme ting, skal der ske lodtrækning	Gisselfeld arves fra far til ældste søn eller nærmeste mandlige arving	1
arvtager	Frederiks ældre bror, den udvalgte prins, var Christian 4.s arvtager til tronen	Stalins politiske arvtagere søgte helt til slutningen af 80erne at holde sammen på deres imperium	0
asfalt	I kældre og krybekældre kan man tætne revner og sprækker med f.eks. koldtflydende asfalt	Efter en times kørsel skifter vejen fra asfalt til grus	0
aske	det dryssede med aske fra pibehovedet	Krematoriet er det sted, hvor den døde krop bliver brændt til aske	0
assistent	Nu ville jeg egentlig gerne have lov til at starte selve showet med at præsentere min assistent	Udover apotekeren og tre farmaceuter har apoteket en stab af assistenter, ufaglærte og elever	0
atlantisk	Strømforholdene : i Nordsøen er et resultat af de atlantiske tidevandsbevægelser	Det atlantiske samarbejde er den eneste udvej, hvis stabilitet skal opretholdes, og NATO er kernen i det	0
atlas	Moderen rejste sig og kom tilbage med deres atlas. -- Se her, sagde hun. -- I denne her bog har du alle verdens lande	folde-ud-mænd og -kvinder i fysiologiske atlas	0
atlet	hans dopingsag overbeviste ham om, at atleter godt kan sætte rekorder uden doping	Man skal faktisk have en engels tålmodighed og en atlets styrke for at tiltvinge sig en plads ved de bugnende borde	0
atmosfære	Lungerne er forbundet med mundhulen og dermed atmosfæren via luftrøret	Munkebjerg er et dansk casino med en særlig dansk atmosfære	0
attrap	Da de tre knægte .. truede hende med en pistol, så hun lige ind i mundingen og fattede mistanke: Det er en attrap	de sad i lædersofaen foran gabet i en pejs, der kunne ligne en attrap	0
