form	sentence_1	sentence_2	label
tal	Voldsramte indvandrerkvinder søger i stigende tal til landets krisecentre	antallet af dræbte knallertkørere faldt til 44 fra 64 – det er det laveste tal i 30 år	1
tale	På nogle gravindskrifter taler den døde til de forbipasserende og beder dem standse og læse indskriften	Statsministeren taler i radio og TV på tirsdag kl. 19.45	1
tale	du skulle have fundet din tale og revet den i stykker og smidt den i pejsen	hvad nu med Tom som ikke har kunnet tale eller kunnet forestille sig tale? Kan han lære sig at stave?	1
tamil	I modsætning til mange indere taler han desværre ikke engelsk. Kun tamil	han fortalte med meget lav stemme, hvordan hans folk, tamilerne, var et forfulgt mindretal på Sri Lanka	0
tang	fjordens lugt af tang i forrådnelse .. nåede helt ind til byen	tang kunne tørres og spises, og det kunne bruges som foder. Tang er meget næringsrigt	1
tangent	han sætter sig til tangenterne og lader tonerne flyde ud i rummet	Det var nemt nok at finde tangenter til cirkler, fordi tangenterne blot står vinkelret på radierne	0
tape	Joan og Ann og Tina C fandt noget tape i skabet og prøvede at sætte en sukkersød hesteplakat op på væggen	han tænkte på, hvor mange tapes han havde overspillet til dem i hemmelighed	0
tapetsere	Jeg er en pige som skal have frisket op i mit værelse .. Der skal tapetseres og nyt gulvtæppe på	da jeg måtte lukke, ejede jeg ikke en rød øre. Efter fyrre år i branchen kunne jeg tapetsere mine vægge med ubetalte regninger	0
te	jeg lavede te og smurte ostekiks, og vi lyttede til nogle af mine grammofonplader	de havde inviteret gæster til te	0
tegn	i det daglige japanske sprog anvendes der ca. 2000 tegn	Fermaten er et tegn for hvile, der sættes over noder eller pausetegn	1
tegneplade	Jeg kan godt lide at tegne. Med et par tøjklemmer og et stykke pap har jeg lavet en tegneplade, så jeg også kan tegne udenfor, selvom det blæser	Musen er ikke velegnet til at lade den personlige streg få fri udfoldelse i tegne- og male-programmer – her er en tegneplade langt mere velegnet	0
telex	alle disse oplysninger stykker man sammen og sender hjem til det danske udenrigsministerium på telex	I dette telex skriver han: Lastepapirerne angav blot et antal kasser gods uden bulgarske myndigheders stempel eller underskrift.	0
tempo	Forvandlingen skete i et rasende tempo	en enkelt langsomtkørende lastbil satte tempoet for al trafikken	1
tennis	Jeg har spillet tennis på motionsplan i otte år	Det trækker op til et generationsskifte i dansk tennis	0
teori	Han selv havde ikke nogen teorier om, hvad der kunne være sket den aften	Freuds teori om, at alt drømmemateriale er af infantil seksuel karakter, kan ikke være hele sandheden	0
teske	Smag til med en halv teske tørret basilikum	Sæt dejen på bagepapir i toppe med skeer eller teskeer alt efter hvilken størrelse man ønsker	0
tidsmæssig	Det materiale vi er i besiddelse af, spreder sig tidsmæssigt fra 1973 til 1990	Læreren hjælper med renskrivningen i den udstrækning, det tidsmæssigt er muligt	0
tilbageholdenhed	Tyskland kom ud for kraftig amerikansk kritik for sin tilbageholdenhed under Golfkrigen	Hele hendes kropssprog signalerede en tilbageholdenhed, som gav et meget blufærdigt indtryk	0
tilbehør	Besøg årets første og største udstilling af såvel danske som udenlandske piber og tilbehør	jeg tror bestemt ikke, at hun brød sig noget videre om mig. Jeg var bare et nødvendigt tilbehør	1
tilbøjelighed	I ethvert land er der en tilbøjelighed til at tage skyklapper på og fokusere på egne økonomiske og politiske problemer	De Sade følte ingen trang til hævn – sine sadistiske tilbøjeligheder levede han ud på papiret	1
tilflugtssted	når der er krig i Europa, og mennesker flygter fra rædslerne, må også nogle af dem finde et tilflugtssted i Danmark	Svensk krigstjeneste blev Ottos tilflugtssted, da han flygtede over hals og hoved	0
tilfælde	Den nye lovregel om konfiskation af biler ved særligt grove tilfælde af spirituskørsel har indtil nu været uden effekt	I hans tilfælde har ensomheden først og fremmest været en positiv overraskelse	1
tilføje	Vi vil kræve hævn for den skam som er blevet tilføjet os af vore elendige undermålere til fjender	Rebet snor man selv af 1 m lange siv, der tilføjes lidt efter lidt	0
tilløb	En akrobat tog tilløb og sprang højt op i luften	De mange tilløb fra Skovbjergbakkernes rand forener sig med moderåen	0
tilnærmelse	Antallet af kernepartikler er som nævnt med god tilnærmelse lig med atomets masse udtrykt i atommasse-enheder	Ministrene er .. blevet enige om, at de inden udgangen af næste år vil gennemføre en aftale om tilnærmelse af momssatserne	0
tilsmudse	Han krøb ud fra skorstenen og kom ud på loftet helt tilsmudset af sod	Forældrefuglene kan ikke fjerne afføringen, så reden tilsmudses og bliver fugtig	1
tilstand	fabrikanten står inde for lægemidlets virkning i uåben tilstand	Man kan holde liv i dyr, som ikke ville klare sig i vild tilstand	1
tilståelse	trods tidligere tilståelser, nægtede han og forklarede, at drabet blev begået af en tredje mand	Bille skriver en tilståelse til politiet, som journalisten skal viderebringe	0
tiltræde	Den 1. marts tiltrådte hun en ny stilling som direktør	den nye amerikanske regering tiltræder i slutningen af januar	1
tiltrække	De følte sig tiltrukket af hinanden, men vovede ikke at vise deres følelser	Det prustende og rygende lokomotiv både tiltrak og afskrækkede dig	1
tiltrække	Magnetstenen tiltrækker en jernring. Derved bliver jernringen magnetisk og kan selv tiltrække en ny jernring	blomsterne tiltrækker både en mængde dag- og natsommerfugle	1
tjene	Hun bor sammen med sin samlever, der brutto tjener ca. 230.000 kr. om året	han tjener lidt håndører ved at rydde af bordene, vaske op, ordne flasker og den slags	1
tone	Det er vist temmelig varmt i dag, sagde han i en konverserende tone	I gamle dage var det god tone at sætte tæring efter næring, siden hen blev det god tone at gældsætte sig	0
top	Den lillebitte top er ikke meget større end en bikini-overdel og smart til den sommerbrune mave	fra toppen af klitten skuede han ud over det øde terræn med kikkerten for øjnene	0
torden	Luften var lummer og stillestående ... måske blev det torden	Tidsintervallet mellem lynene var blevet kortere, tordenen højere	0
tordne	Du ender som en gadepige, tordnede hendes mor, da hun en aften kom sent hjem	I debatten tordnes der løs mod Det kgl. Teaters repertoire	1
trav	kusken slog knald med pisken og fik hesten i trav	Jens Otto Krag vandrer i skarpt trav tilbage mod Egernvej	1
trefod	Placer skålen på en trefod og ophed perlerne i nogle minutter med en bunsenbrænder	de .. lod sig fotografere på torvene af gamle hvidjakkede mænd med kassekamera opstillet på trefod	1
trip	Honorée var hashryger og planlagde i tankerne, hvad hun ville drømme under hvert trip	Woody Allen ryger på et religiøst trip for at finde en mening med livet	0
tro	Helt ærlig, jeg tror, du skulle finde dig noget billigere at bo i	det havde jeg sgu aldrig troet om ham	1
tro	Romanen udspiller sig i en overgangstid, hvor troen på djævlebesættelse og mirakler endnu er levende	Ved en frygtelig fejltagelse var han kommet til at drikke af en flaske med salmiakspiritus i den tro, at det var skibsøl	1
tronfølger	Annette Freifeldt er tronfølger til faderens hæderkronede systuer	Tronfølgeloven er udformet sådan, at en dreng bliver tronfølger, uanset om han er født først eller ej	0
trop	Så cykler Glistrup med en trop af fremskridtsfolk i alle aldre og forskellige cykeltyper ud af Rigsdagsgården	Nicaraguanske og honduranske tropper beskød hinanden hen over grænsen mandag	1
tryk	Nationalbanken .. kan blive nødt til at sælge statspapirer for at dække statens finansieringsbehov og dermed kan kurserne få et tryk nedad	Hot Tuna T-shirt med tryk koster 199 kr.	0
tråd	Hajæg har lange tråde, så de kan hænge fast på fx planter på havbunden	Dobbeltsidet fladsyning broderes ved at fladsting broderes over motivet og tråden føres tilbage på vrangen	1
træ	Skoven blev fældet, for at træet kunne bruges til bygning af huse, vogne, skibe og møbler	Guido kunne .. tegne og male og snitte figurer i træ med en lille tollekniv	1
træde	dirigenten træder frem foran musikanterne og løfter sin stok	Det er ikke fordi, jeg vil træde i det, men kvinder er bedre til at snakke åbent med hinanden, end mænd er	0
træf	At vi fandt gården her var lidt af et træf	2000 tvillingepar mødtes forleden i Twinsburg, Ohio, til det årlige træf for tvillinger	0
trække	Kom, sagde jeg og trak hende med hen ad vejen	Hun trak brevet op af frakkelommen	1
træningstid	Klubberne ønsker mere træningstid i hallerne, viser rapporten	Warwick opnåede dagens hurtigste træningstid	0
trætte	Den planløse vandren om i parken havde trættet ham, og han satte sig på en sten	Det trætter øjet alt for meget, når der er så stor forskel mellem lys og skygge	1
tvebak	På den ene sengestolpe hænger en vest og hen over ryggen hænger nogle seler. I vesten hænger en tvebak	I snart et halvt år har den 75-årige .. kun levet af rugbrød med pålæg eller mælk og tvebakker	0
tygge på	Jeg sad lidt og tyggede på en tandstik	Det blev sent i aften, sagde Eskildsen og tyggede på sin pibe	1
tyk	Jeg har altid været klassens tykke pige. Hende, som blev drillet og kaldt øgenavne	modsætningerne synes uforsonlige. Hadet har sat sig i hårde, tykke lag gennem generationer	0
tåge	Når han .. forsøgte at kalde et tydeligt billede af Bodil frem, tågede det ud	Hendes blik, der havde været nærværende en tid, tågede igen ud og det var som hun glemte ham	1
tænke	vi bliver et meget inspireret makkerpar, som kan tænke projekter ud sammen	hvad vil de andre ikke tænke. At jeg er pervers eller sådan noget	1
tænke	Vi er vant til at tænke i billeder og tekst. Men til radiomediet skal der tænkes i lyd	jeg har et forslag, du kan tænke over	1
tænke	Du har da også tænkt på det hele	der er slet ikke tid til at finde sig en fast kæreste og tænke på børn	0
tænke 'ud	der er slet ikke tid til at finde sig en fast kæreste og tænke på børn	Hvad der var tænkt som en kort ceremoni, kom til at tage op imod et par timer	1
tærskel	de var ude af stand til at hjælpe ham over dødens tærskel	Omsætningen i den kombinerede virksomhed vil .. langt overstige den nye tærskel på fem mia. ecu	0
tørlægge	søen bliver tørlagt, når vand-standen i den tørre årstid falder i søen	Alkohol-regler: Arbejdsformidlingen i Storkøbenhavn er totalt tørlagt fra den første januar	0
tørre op	Han hader, når jeg forlader badeværelset uden at have tørret op efter at have taget bad	skibslak på linoliebasis tørrer op med en fyldig, fed glans	0
tøs	Han så, at Ragnhild ikke længere var den lille tøs, som han havde betragtet som sin lillesøster	Da jeg senere spurgte far om jeg måtte lege med min veninde, svarede han: – Selvfølgelig må du det, min tøs	1
uartighed	Det, de byder os, er en uartighed. Politikerne har overhovedet ikke taget hensyn til vore argumenter	Det er som straf for sin uartighed, at drengen Niels : Holgersen bliver forvandlet til en pusling	0
ubetydelighed	selv den mindste ubetydelighed kan spolere stemningen	I det øjeblik, han forstod sin egen ubetydelighed, mistede han livsviljen	0
udgå	der udgik en befaling fra kejser Augustus om at holde folketælling i hele verden	Han gik ind på sekretærkontoret og lagde kuverten i kassen med udgående post	1
udjævne	Oprindeligt var bakkeøerne mere kuperede, men erosionen har udjævnet formerne	lovforslaget indeholder tre ændringer, der tilsigter at udjævne stigningerne i lejeværdierne	0
udkast	Peter Schmeichels lange og præcise udkast vil begejstre Uniteds tilhængere på Old Trafford	kun otte af de 15 sovjetrepublikker har erklæret sig enige i udkastet til en ny traktat	0
udklipsholder	Kopier teksten med et tryk på CTRL-C, så kopien lægger sig i udklipsholderen. Man kan nu roligt lukke det dokument, der er kopieret fra. Det kopierede ligger i udklipsholderen	Man skal først markere hele billedet eller en del af det og kopiere det til udklipsholderen, og dernæst indsætte det som nyt billede i et billedbehandlingsprogram	1
udregne	Dit støttebeløb udregnes efter, hvor mange timer om ugen, du går til undervisning	DRs hitliste bliver hver uge udregnet på baggrund af indberetninger fra 80 pladeforhandlere i hele landet	1
udskrive	offentlige uddannelsesinstitutioner .. har monopol på .. retten til at udskrive eksamensbeviser	det er lettere at bruge Dankort end at skulle udskrive en check	1
udsætte	Det var .. ephorerne, der synede nyfødte børn og bestemte, om de skulle leve eller udsættes	min befuldmægtigede er berettiget til at udsætte mine penge på rente eller anbringe dem på anden måde	1
udsætte	To statuer i Nørrebroparken i København blev tidligt torsdag morgen udsat for groft hærværk	Æblers kvalitet nedsættes hurtigt, når de udsættes for store temperatursvingninger	1
udsætte	Jeg vil ikke udsættes for at tabe stemmer, fordi jeg ligger i skilsmisse	de nærliggende lave områder er mest udsat for oversvømmelse	1
udtalelse	Socialistisk Folkeparti er et parti, som iflg. egne udtalelser og erklæringer på folkeskoleområdet går imod indoktrinering	de udtalelser vi har hørt fra dem, der allerede har købt bogen, har indtil videre været positive	1
udtrykke	man er faktisk i sin gode ret til at udtrykke forundring over denne sags forløb	mændene gryntede højlydt for at udtrykke deres tilfredshed	1
uhyre	Midt på gulvet stod et uhyre, grønt, pansret, skællet, med kløer på de fire krumme ben	Han er så sød .. men under facaden lurer der et rent uhyre	1
uvidenhed	Sokrates hævdede, at et liv i uvidenhed blokerer for et liv i fri udfoldelse. Derfor stræbte han hele sit liv efter at få menneskene til at søge viden	Monika kender ikke sin biologiske far og mor og lever derfor i uvidenhed om, at hun er arving til en formue	0
vade	Om aftenen åd vi os fra sans og samling og vadede ved Gud også rundt om juletræet	vi gik og vadede ud og ind hos hinanden, ikke? det var smadderhyggeligt	1
vaks	Man skal være vaks og vågen for ikke at gå glip af det hele – for festivalen varer kun i fire dage	En udpræget forskertype, men også vaks til at skabe kontakter og kontrakter, siger nogle af hans venner	1
valg	Den kommende mangemillionær skulle have en læreplads, og med hans tæft for handel faldt valget naturligt nok på kolonial	Den norske Nobelkomite gjorde et godt valg, da den besluttede sig for at tildele Lech Walesa årets fredspris	1
valgmulighed	Forældrene bør have valget mellem en række pasningsordninger og have reel valgmulighed	Du har to valgmuligheder: Tilbage til fængslet omgående, eller du bliver her på øen	0
vandre	Bedst havde hun det, når hun dyrkede sin have eller vandrede lange ture	For den vandrende som kommer til Jotunheimen venter der de helt store oplevelser	1
vare	i et sidste desperat træk har mange butikker sat deres varer på udsalg før jul	Prostituerede får smadret deres følelsesliv. De lærer, at deres krop er en vare til salg	1
varm	Som varm tilhænger af en fast forbindelse over Øresund er jeg glad for aftalen med den svenske regering	Han trak sig en kop varm chokolade i automaten ved indgangen til læsesalen	0
varsle	De mørke skyer trak sig sammen og varslede om regn	Halvmånen eller nymånen er islams symbol. Nymånen varsler lykke og er en forjættelse om lykken efter dommedag	1
vaskeri	Mor og Teodora stryger dugene selv, men de vaskes og tørres på vaskeri	Centralt i bebyggelsen er der opført et fælleshus, som rummer festsal og køkken m.m. plus fælles vaskeri	0
vende	Han hævede øjenbrynene og vendte skrivelsen på hovedet, indtil det endelig gik op for ham, at den var spejlvendt	Hver tredje time døgnet rundt kommer sygeplejerskerne ind og vender hende, så hun ikke får liggesår	1
vende	Da gummibåden vender på hovedet, undlader jeg at redde mig ind på bredden, mens jeg kan	Vinden var vendt 180 °, men båden var stadig i læ af den lille klippeø	1
vendepunkt	anden verdenskrigs vendepunkt fandt sted ved Stalingrad	1992 bliver et vendepunkt for dansk økonomi. Det bliver året, hvor der atter kommer gang i den økonomiske vækst efter fem års vækstpause	1
vending	det gamle vorde .. indgår i visse faste vendinger som den vordende mor	man må aktivt søge at undgå engelske ord og vendinger, hvor der findes danske, som kan bruges lige så godt	1
vers	i Galaterbrevets kapitel 4, vers 4 fortæller Paulus: Da tidens fylde kom, udsendte Gud sin søn, født af en kvinde, for at vi skulle få børnekår	I Odysséen, 11. sang, vers 593-600, fortælles på otte linier om Sisyfos, der som straf .. måtte slæbe en stor, tung sten op ad et bjerg	1
vibrere	især er det punkmusikken og David Bowie, man kan mærke vibrere, når man læser digtsamlingen	Han kunne høre sin egen stemme vibrere og være på kanten af noget, der måtte være gråd	0
vielse	Det var en yndig brud og en flot gom, der fulgtes ad ned gennem Voldby Kirke efter vielsen	Henvendelse om borgerlig vielse sker til borgmesterkontoret	1
vilddyr	Kænguruen er et vilddyr og lader sig meget vanskeligt dressere til at gå tur	I det samme fór Tjavs af sted, gøende og knurrende som et rasende vilddyr	1
vilkår	Kristensen .. tilbød ham derpå kompagniskab i sin forretning på yderst favorable vilkår: han behøvede ikke engang lægge penge på bordet	hans afsoning af livstidsstraffen kan fortsætte hjemme – på danske vilkår	1
vingummi	en pose kulørte vingummier	tag noget slik. Det er også til dig. Boris hældte en portion vingummi og lakrids op i skødet på hende	0
vinkælder	I køkkenet er der selvfølgelig en niche til 12 flasker vin. Hentet fra vinkælderen, hvor det fyldige lager står	han genindførte håndplukning og en række traditionelle arbejdsmetoder i vinkældrene	1
vinterhi	så kan pindsvinet selv slæbe flere blade og klude og papir ind i vinterboligen, sådan som det gjorde sidste år i det gamle vinterhi under kompostbunken	Til næste sæson findes villateltene frem af vinterhiet og slås op igen – klar til at modtage nye hold af feriehungrende danskere	0
vippe	Grå mascara lægges kraftigt på de øverste vipper og lidt på de nederste for at markere øjet	lidt længere ude begynder bølgerne. Båden begynder at vippe	0
virke	Byen virker overalt uddød. Stræderne ligger stille hen, og også husene virker tomme og ubeboede	Det virker, som om forfatteren ikke kan lide piger og kvinder, hvis de er feminine	1
virus	Er man først smittet med herpes, findes der virus i kroppen, og man risikerer senere at få udbrud igen	Skyldes infektionen et virus, hjælper penicillinet ikke spor	1
visitator	han er visitator for de danske julemærkehjem, hvor flere end 500 børn, takket være det danske julemærke hvert år får et ophold	Efter ansættelse på flere apoteker og et engrosfirmas laboratorium blev han rejsende visitator for Sundhedsstyrelsen	0
visitkort	Bangsbo var hjemmet i den grad at han satte det på sit visitkort: Herman de Bang, Chateau Bangsbo	et par velfodrede hunde af kalvestørrelse lægger deres visitkort på udvalgte steder	0
vogn	Næste morgen blev fire heste spændt for Nestors bedste vogn	Ud for nummer 3 .. går en dreng med en vogn som nærmest er en trillebør med kasse på	1
volumen	Vi er såmænd ikke så interesserede i volumen, som af kvaliteten, så vores mål er ikke at være Danmarks største, men Danmarks bedste	Ikke alene var kvinderne store, tidens mode tvang dem også til at bære tøj der ikke reducerede, men snarere fremhævede deres volumen	1
vrikke	Han vrikkede øksen fri af huggeblokken	Hun vrikkede med tæerne og gned håndfladerne op og ned ad kroppen for at få varmen	1
vugge	den store kvinde vuggede forbi hende	Mormor lukkede døren og vuggede ind i stuen	1
vægt	Bente Holm flyttede sin vægt fra den fod til den anden	alle spøgelserne de sank under vægten af hans ord og Fanden selv måtte give op	1
vækst	Næringssalte fremmer væksten af mikroalger i havet	Vi ønsker vækst i København, det skylder vi først og fremmest byens arbejdsløse	1
være	havearbejde er sundt for sjælen	Han er tømrer og har selv tegnet familiens nye hus	1
være	Det er rent ud forbløffende hvor megen energi der kan bruges på at holde fast i det bestående	familien er ikke mere, den er spredt for alle vinde	1
værst	sæt mig ned! Ellers bliver det værst for dig selv!	Hun blev nødt til at blive liggende i sengen, til det værste var overstået	1
windbreaker	Er det rigtig koldt er en windbreaker sagen	Galvin Green har lavet en ny windbreaker i det tynde materiale, soft shell, der ifølge butiksbestyrer i Tee Stedet i Hørsholm, Kim Lysholt, stadig er varmt og helt vindtæt	1
zink	Den daglige anbefalede mængde af zink er 15 mg .. Zink findes i sild, lever, lam, æg, oksekød, mælk osv.	Egerne : på en cykel er galvaniseret ved hjælp af zink. Det vil sige, at et lag af zink er overtrukket egerne	0
zone	Nordamerikas største landområde ligger inden for den tempererede zone	Det over 100 år gamle militærfængsel ligger i bydelen Spandau i den britiske zone i Vestberlin	1
åbning	Bomberne ville ikke kunne eksplodere ved åbning af brevene, siger politiet	gennem en lille åbning kom man ind i et lidt råt gravkammer	0
årlig	solen skinnede fra en skyfri himmel, da Magistrenes Pensionskasse holdt sin årlige generalforsamling	Vi modtager årligt op mod 20.000 ideer, der alle bliver læst og vurderet	0
ærlig	museet har samarbejde med metalsøgere, der ærligt afleverer det, de finder	Jeg har altid været ærlig over for medarbejdere, bank og kunder	1
øst	naturområdet i øst grænser op til .. Vejle Fjord med fine vandremuligheder	mod øst lå den smalle kløft, han var kommet ned ad	0
